symbol,day,close,source
000001,2024-01-02,12.4755,sample
000001,2024-01-03,12.4456,sample
000001,2024-01-04,12.4273,sample
000001,2024-01-05,12.5607,sample
000001,2024-01-08,12.5391,sample
000001,2024-01-09,12.26,sample
000001,2024-01-10,12.3236,sample
000001,2024-01-11,12.2766,sample
000001,2024-01-12,12.2391,sample
000001,2024-01-15,12.2629,sample
000001,2024-01-16,12.308,sample
000001,2024-01-17,12.5253,sample
000001,2024-01-18,12.6512,sample
000001,2024-01-19,12.6747,sample
000001,2024-01-22,12.5369,sample
000001,2024-01-23,12.3486,sample
000001,2024-01-24,12.3967,sample
000001,2024-01-25,12.6429,sample
000001,2024-01-26,12.6534,sample
000001,2024-01-29,12.6357,sample
000001,2024-01-30,12.739,sample
000001,2024-01-31,12.4638,sample
000001,2024-02-01,12.4079,sample
000001,2024-02-02,12.5017,sample
000001,2024-02-05,12.668,sample
000001,2024-02-06,12.6248,sample
000001,2024-02-07,12.6986,sample
000001,2024-02-08,12.7484,sample
000001,2024-02-09,12.9006,sample
000001,2024-02-12,12.6877,sample
000001,2024-02-13,12.7984,sample
000001,2024-02-14,12.5102,sample
000001,2024-02-15,12.0211,sample
000001,2024-02-16,11.9141,sample
000001,2024-02-19,11.7528,sample
000001,2024-02-20,11.9096,sample
000001,2024-02-21,12.0306,sample
000001,2024-02-22,11.813,sample
000001,2024-02-23,11.9655,sample
000001,2024-02-26,11.7881,sample
000001,2024-02-27,11.7752,sample
000001,2024-02-28,11.7256,sample
000001,2024-02-29,11.7481,sample
000001,2024-03-01,11.8947,sample
000001,2024-03-04,12.011,sample
000001,2024-03-05,12.0764,sample
000001,2024-03-06,12.1966,sample
000001,2024-03-07,12.2865,sample
000001,2024-03-08,12.1735,sample
000001,2024-03-11,12.0449,sample
000001,2024-03-12,11.9624,sample
000001,2024-03-13,12.0544,sample
000001,2024-03-14,12.0116,sample
000001,2024-03-15,12.4348,sample
000001,2024-03-18,12.2845,sample
000001,2024-03-19,12.0845,sample
000001,2024-03-20,12.2262,sample
000001,2024-03-21,12.4894,sample
000001,2024-03-22,12.5866,sample
000001,2024-03-25,12.7469,sample
000001,2024-03-26,13.0222,sample
000001,2024-03-27,13.0064,sample
000001,2024-03-28,12.7314,sample
000001,2024-03-29,12.6324,sample
000001,2024-04-01,12.8154,sample
000001,2024-04-02,12.5405,sample
000001,2024-04-03,12.5493,sample
000001,2024-04-04,12.5995,sample
000001,2024-04-05,12.5424,sample
000001,2024-04-08,12.681,sample
000001,2024-04-09,12.794,sample
000001,2024-04-10,13.2421,sample
000001,2024-04-11,13.3679,sample
000001,2024-04-12,13.2483,sample
000001,2024-04-15,13.1394,sample
000001,2024-04-16,12.9781,sample
000001,2024-04-17,13.1661,sample
000001,2024-04-18,13.0567,sample
000001,2024-04-19,13.0456,sample
000001,2024-04-22,13.1948,sample
000001,2024-04-23,13.0543,sample
000001,2024-04-24,12.9994,sample
000001,2024-04-25,12.643,sample
000001,2024-04-26,12.4402,sample
000001,2024-04-29,12.3367,sample
000001,2024-04-30,12.4162,sample
000001,2024-05-01,12.6409,sample
000001,2024-05-02,12.6399,sample
000001,2024-05-03,12.692,sample
000001,2024-05-06,12.7265,sample
000001,2024-05-07,12.9362,sample
000001,2024-05-08,13.1121,sample
000001,2024-05-09,13.1685,sample
000001,2024-05-10,12.9715,sample
000001,2024-05-13,13.1499,sample
000001,2024-05-14,13.2277,sample
000001,2024-05-15,13.4737,sample
000001,2024-05-16,13.4704,sample
000001,2024-05-17,13.8677,sample
000001,2024-05-20,13.7958,sample
000001,2024-05-21,14.1283,sample
000001,2024-05-22,14.1555,sample
000001,2024-05-23,14.0487,sample
000001,2024-05-24,13.8137,sample
000001,2024-05-27,13.7852,sample
000001,2024-05-28,14.0822,sample
000001,2024-05-29,14.2575,sample
000001,2024-05-30,14.4077,sample
000001,2024-05-31,13.8971,sample
000001,2024-06-03,14.0481,sample
000001,2024-06-04,14.168,sample
000001,2024-06-05,14.054,sample
000001,2024-06-06,13.9245,sample
000001,2024-06-07,13.9268,sample
000001,2024-06-10,14.29,sample
000001,2024-06-11,14.0667,sample
000001,2024-06-12,13.9792,sample
000001,2024-06-13,14.2676,sample
000001,2024-06-14,14.1749,sample
000001,2024-06-17,14.1003,sample
000001,2024-06-18,14.1238,sample
000001,2024-06-19,13.8637,sample
000001,2024-06-20,13.9122,sample
000001,2024-06-21,13.6625,sample
000001,2024-06-24,13.8467,sample
000001,2024-06-25,13.8501,sample
000001,2024-06-26,14.3273,sample
000001,2024-06-27,14.3905,sample
000001,2024-06-28,14.6881,sample
000001,2024-07-01,14.4039,sample
000001,2024-07-02,14.3804,sample
000001,2024-07-03,14.453,sample
000001,2024-07-04,14.8344,sample
000001,2024-07-05,14.4633,sample
000001,2024-07-08,14.6811,sample
000001,2024-07-09,14.8143,sample
000001,2024-07-10,15.158,sample
000001,2024-07-11,15.323,sample
000001,2024-07-12,15.3381,sample
000001,2024-07-15,15.2211,sample
000001,2024-07-16,14.9392,sample
000001,2024-07-17,14.986,sample
000001,2024-07-18,14.9459,sample
000001,2024-07-19,15.4018,sample
000001,2024-07-22,15.2637,sample
000001,2024-07-23,15.3401,sample
000001,2024-07-24,14.9821,sample
000001,2024-07-25,14.8963,sample
000001,2024-07-26,14.9576,sample
000001,2024-07-29,15.1454,sample
000001,2024-07-30,15.4775,sample
000001,2024-07-31,15.4703,sample
000001,2024-08-01,15.2141,sample
000001,2024-08-02,15.3217,sample
000001,2024-08-05,15.4435,sample
000001,2024-08-06,15.5605,sample
000001,2024-08-07,15.4002,sample
000001,2024-08-08,15.6651,sample
000001,2024-08-09,15.6889,sample
000001,2024-08-12,15.8567,sample
000001,2024-08-13,16.1629,sample
000001,2024-08-14,16.3139,sample
000001,2024-08-15,16.3872,sample
000001,2024-08-16,16.9197,sample
000001,2024-08-19,16.9849,sample
000001,2024-08-20,16.9129,sample
000001,2024-08-21,16.9447,sample
000001,2024-08-22,17.325,sample
000001,2024-08-23,17.3593,sample
000001,2024-08-26,17.498,sample
000001,2024-08-27,17.8153,sample
000001,2024-08-28,17.6818,sample
000001,2024-08-29,17.2275,sample
000001,2024-08-30,17.3083,sample
000001,2024-09-02,17.3714,sample
000001,2024-09-03,17.2164,sample
000001,2024-09-04,17.4448,sample
000001,2024-09-05,17.6073,sample
000001,2024-09-06,17.348,sample
000001,2024-09-09,17.4863,sample
000001,2024-09-10,17.4384,sample
000001,2024-09-11,17.054,sample
000001,2024-09-12,17.1733,sample
000001,2024-09-13,17.165,sample
000001,2024-09-16,16.9766,sample
000001,2024-09-17,17.1131,sample
000001,2024-09-18,17.2419,sample
000001,2024-09-19,17.0959,sample
000001,2024-09-20,17.202,sample
000001,2024-09-23,17.4674,sample
000001,2024-09-24,17.2841,sample
000001,2024-09-25,17.3864,sample
000001,2024-09-26,17.3906,sample
000001,2024-09-27,17.9851,sample
000001,2024-09-30,17.4863,sample
000001,2024-10-01,17.6722,sample
000001,2024-10-02,17.5945,sample
000001,2024-10-03,17.5716,sample
000001,2024-10-04,18.0763,sample
000001,2024-10-07,18.0776,sample
000001,2024-10-08,18.6889,sample
000001,2024-10-09,18.5687,sample
000001,2024-10-10,18.67,sample
000001,2024-10-11,18.5363,sample
000001,2024-10-14,18.348,sample
000001,2024-10-15,18.3689,sample
000001,2024-10-16,18.2947,sample
000001,2024-10-17,18.3539,sample
000001,2024-10-18,17.778,sample
000001,2024-10-21,18.3156,sample
000001,2024-10-22,18.2734,sample
000001,2024-10-23,18.7548,sample
000001,2024-10-24,18.4752,sample
000001,2024-10-25,18.56,sample
000001,2024-10-28,19.4448,sample
000001,2024-10-29,19.195,sample
000001,2024-10-30,18.7683,sample
000001,2024-10-31,18.6182,sample
000001,2024-11-01,18.7539,sample
000001,2024-11-04,18.9527,sample
000001,2024-11-05,19.3233,sample
000001,2024-11-06,19.2527,sample
000001,2024-11-07,18.7938,sample
000001,2024-11-08,18.6749,sample
000001,2024-11-11,19.0261,sample
000001,2024-11-12,19.1628,sample
000001,2024-11-13,18.6041,sample
000001,2024-11-14,18.598,sample
000001,2024-11-15,18.9918,sample
000001,2024-11-18,19.6014,sample
000001,2024-11-19,19.7705,sample
000001,2024-11-20,19.8662,sample
000001,2024-11-21,19.5006,sample
000001,2024-11-22,19.2578,sample
000001,2024-11-25,19.2752,sample
000001,2024-11-26,19.4246,sample
000001,2024-11-27,19.5975,sample
000001,2024-11-28,19.4608,sample
000001,2024-11-29,19.1285,sample
000001,2024-12-02,18.9091,sample
000001,2024-12-03,18.5847,sample
000001,2024-12-04,18.7678,sample
000001,2024-12-05,18.1206,sample
000001,2024-12-06,18.0337,sample
000001,2024-12-09,18.159,sample
000001,2024-12-10,18.5772,sample
000001,2024-12-11,18.6007,sample
000001,2024-12-12,18.8838,sample
000001,2024-12-13,18.7746,sample
000001,2024-12-16,18.5687,sample
000001,2024-12-17,18.3846,sample
000001,2024-12-18,18.8095,sample
000001,2024-12-19,19.0937,sample
000001,2024-12-20,19.2371,sample
000001,2024-12-23,20.202,sample
000001,2024-12-24,20.1962,sample
000001,2024-12-25,20.3882,sample
000001,2024-12-26,20.4863,sample
000001,2024-12-27,20.4222,sample
000001,2024-12-30,21.1358,sample
000001,2024-12-31,21.6177,sample
000001,2025-01-01,21.1682,sample
000001,2025-01-02,21.0455,sample
000001,2025-01-03,21.1849,sample
000001,2025-01-06,21.438,sample
000001,2025-01-07,21.0087,sample
000001,2025-01-08,20.3021,sample
000001,2025-01-09,19.7256,sample
000001,2025-01-10,19.7085,sample
000001,2025-01-13,19.682,sample
000001,2025-01-14,19.7878,sample
000001,2025-01-15,19.5633,sample
000001,2025-01-16,19.208,sample
000001,2025-01-17,18.6289,sample
000001,2025-01-20,18.7247,sample
000001,2025-01-21,18.8323,sample
000001,2025-01-22,19.1166,sample
000001,2025-01-23,19.3472,sample
000001,2025-01-24,19.2957,sample
000001,2025-01-27,19.6901,sample
000001,2025-01-28,19.6538,sample
000001,2025-01-29,19.4629,sample
000001,2025-01-30,19.3148,sample
000001,2025-01-31,19.1492,sample
000001,2025-02-03,18.531,sample
000001,2025-02-04,18.5781,sample
000001,2025-02-05,18.6515,sample
000001,2025-02-06,18.5539,sample
000001,2025-02-07,18.3589,sample
000001,2025-02-10,18.465,sample
000001,2025-02-11,18.9442,sample
000001,2025-02-12,18.9588,sample
000001,2025-02-13,18.8183,sample
000001,2025-02-14,18.6551,sample
000001,2025-02-17,18.6393,sample
000001,2025-02-18,18.2894,sample
000001,2025-02-19,18.2587,sample
000001,2025-02-20,18.2791,sample
000001,2025-02-21,18.7886,sample
000001,2025-02-24,19.0582,sample
000001,2025-02-25,19.3576,sample
000001,2025-02-26,19.1545,sample
000001,2025-02-27,19.3508,sample
000001,2025-02-28,19.0239,sample
000001,2025-03-03,19.1168,sample
000001,2025-03-04,19.2407,sample
000001,2025-03-05,19.0233,sample
000001,2025-03-06,19.5976,sample
000001,2025-03-07,19.7684,sample
000001,2025-03-10,19.2081,sample
000001,2025-03-11,19.3712,sample
000001,2025-03-12,19.2567,sample
000001,2025-03-13,19.261,sample
000001,2025-03-14,19.3994,sample
000001,2025-03-17,19.5169,sample
000001,2025-03-18,18.9238,sample
000001,2025-03-19,18.5988,sample
000001,2025-03-20,18.8181,sample
000001,2025-03-21,19.1892,sample
000001,2025-03-24,19.7408,sample
000001,2025-03-25,20.2787,sample
000001,2025-03-26,19.6575,sample
000001,2025-03-27,19.8883,sample
000001,2025-03-28,19.3206,sample
000001,2025-03-31,19.7921,sample
000001,2025-04-01,19.8713,sample
000001,2025-04-02,19.5351,sample
000001,2025-04-03,20.128,sample
000001,2025-04-04,20.3264,sample
000001,2025-04-07,19.7539,sample
000001,2025-04-08,19.8448,sample
000001,2025-04-09,19.6311,sample
000001,2025-04-10,19.6678,sample
000001,2025-04-11,19.5345,sample
000001,2025-04-14,19.9409,sample
000001,2025-04-15,19.5191,sample
000001,2025-04-16,19.616,sample
000001,2025-04-17,20.1537,sample
000001,2025-04-18,19.9077,sample
000001,2025-04-21,19.9746,sample
000001,2025-04-22,20.0391,sample
000001,2025-04-23,19.8358,sample
000001,2025-04-24,20.0326,sample
000001,2025-04-25,20.0657,sample
000001,2025-04-28,19.7857,sample
000001,2025-04-29,20.3126,sample
000001,2025-04-30,20.5579,sample
000001,2025-05-01,20.5104,sample
000001,2025-05-02,20.3187,sample
000001,2025-05-05,20.0837,sample
000001,2025-05-06,20.4585,sample
000001,2025-05-07,20.4177,sample
000001,2025-05-08,20.5624,sample
000001,2025-05-09,20.5097,sample
000001,2025-05-12,20.7034,sample
000001,2025-05-13,20.6715,sample
000001,2025-05-14,20.9125,sample
000001,2025-05-15,20.8592,sample
000001,2025-05-16,21.123,sample
000001,2025-05-19,21.3402,sample
000001,2025-05-20,21.3072,sample
000001,2025-05-21,21.0366,sample
000001,2025-05-22,20.7442,sample
000001,2025-05-23,20.5179,sample
000001,2025-05-26,20.219,sample
000001,2025-05-27,20.4856,sample
000001,2025-05-28,20.4754,sample
000001,2025-05-29,20.9617,sample
000001,2025-05-30,21.6826,sample
000001,2025-06-02,21.6948,sample
000001,2025-06-03,21.1954,sample
000001,2025-06-04,21.0783,sample
000001,2025-06-05,21.0587,sample
000001,2025-06-06,20.5928,sample
000001,2025-06-09,20.5195,sample
000001,2025-06-10,20.6119,sample
000001,2025-06-11,20.474,sample
000001,2025-06-12,20.2421,sample
000001,2025-06-13,20.0158,sample
000001,2025-06-16,20.5562,sample
000001,2025-06-17,20.5111,sample
000001,2025-06-18,20.2598,sample
000001,2025-06-19,20.1506,sample
000001,2025-06-20,20.4431,sample
000001,2025-06-23,20.2372,sample
000001,2025-06-24,20.3875,sample
000001,2025-06-25,20.6142,sample
000001,2025-06-26,20.8499,sample
000001,2025-06-27,21.2919,sample
000001,2025-06-30,21.1203,sample
000001,2025-07-01,21.4834,sample
000001,2025-07-02,21.2322,sample
000001,2025-07-03,21.1101,sample
000001,2025-07-04,21.4931,sample
000001,2025-07-07,21.7625,sample
000001,2025-07-08,21.7676,sample
000001,2025-07-09,21.3829,sample
000001,2025-07-10,21.5673,sample
000001,2025-07-11,21.3677,sample
000001,2025-07-14,21.0759,sample
000001,2025-07-15,20.8752,sample
000001,2025-07-16,20.9566,sample
000001,2025-07-17,20.294,sample
000001,2025-07-18,20.4079,sample
000001,2025-07-21,20.4652,sample
000001,2025-07-22,20.2899,sample
000001,2025-07-23,20.6095,sample
000001,2025-07-24,20.8026,sample
000001,2025-07-25,20.6176,sample
000001,2025-07-28,20.4145,sample
000001,2025-07-29,20.6315,sample
000001,2025-07-30,20.1664,sample
000001,2025-07-31,20.0698,sample
000001,2025-08-01,19.8839,sample
000001,2025-08-04,19.9087,sample
000001,2025-08-05,19.9757,sample
000001,2025-08-06,19.9907,sample
000001,2025-08-07,20.335,sample
000001,2025-08-08,20.4087,sample
000001,2025-08-11,20.3163,sample
000001,2025-08-12,19.9514,sample
000001,2025-08-13,20.1714,sample
000001,2025-08-14,20.3352,sample
000001,2025-08-15,20.7818,sample
000001,2025-08-18,20.553,sample
000001,2025-08-19,20.5653,sample
000001,2025-08-20,20.5513,sample
000001,2025-08-21,20.5284,sample
000001,2025-08-22,20.5357,sample
000001,2025-08-25,20.0116,sample
000001,2025-08-26,20.2633,sample
000001,2025-08-27,20.4659,sample
000001,2025-08-28,20.817,sample
000001,2025-08-29,21.5236,sample
000001,2025-09-01,21.4249,sample
000001,2025-09-02,21.4176,sample
000001,2025-09-03,21.425,sample
000001,2025-09-04,22.0535,sample
000001,2025-09-05,21.4852,sample
000001,2025-09-08,21.6461,sample
000001,2025-09-09,21.1728,sample
000001,2025-09-10,20.3572,sample
000001,2025-09-11,19.7442,sample
000001,2025-09-12,19.3389,sample
000001,2025-09-15,19.6529,sample
000001,2025-09-16,19.4008,sample
000001,2025-09-17,19.3385,sample
000001,2025-09-18,19.0049,sample
000001,2025-09-19,19.1828,sample
000001,2025-09-22,18.8696,sample
000001,2025-09-23,19.2463,sample
000001,2025-09-24,18.9634,sample
000001,2025-09-25,18.7497,sample
000001,2025-09-26,18.788,sample
000001,2025-09-29,18.7987,sample
000001,2025-09-30,19.2042,sample
000001,2025-10-01,19.2427,sample
000001,2025-10-02,18.8979,sample
000001,2025-10-03,18.7429,sample
000001,2025-10-06,18.5856,sample
000001,2025-10-07,18.7914,sample
000001,2025-10-08,18.9034,sample
000001,2025-10-09,18.8733,sample
000001,2025-10-10,19.1232,sample
000001,2025-10-13,18.9755,sample
000001,2025-10-14,18.9405,sample
000001,2025-10-15,18.9956,sample
000001,2025-10-16,19.4349,sample
000001,2025-10-17,19.41,sample
000001,2025-10-20,19.3118,sample
000001,2025-10-21,19.0127,sample
000001,2025-10-22,19.2121,sample
000001,2025-10-23,19.0466,sample
000001,2025-10-24,19.1486,sample
000001,2025-10-27,18.6063,sample
000001,2025-10-28,18.9011,sample
000001,2025-10-29,18.5273,sample
000001,2025-10-30,18.315,sample
000001,2025-10-31,18.6094,sample
000001,2025-11-03,18.2407,sample
000001,2025-11-04,18.2226,sample
000001,2025-11-05,18.2465,sample
000001,2025-11-06,17.9769,sample
000001,2025-11-07,18.3426,sample
000001,2025-11-10,18.7586,sample
000001,2025-11-11,18.2076,sample
000001,2025-11-12,17.8155,sample
000001,2025-11-13,18.035,sample
000001,2025-11-14,17.6861,sample
000001,2025-11-17,17.5866,sample
000001,2025-11-18,17.6243,sample
000001,2025-11-19,17.8107,sample
000001,2025-11-20,17.7546,sample
000001,2025-11-21,17.7835,sample
